[INFO] [1785848944.324184178] [landing_scout_1]: [scout_1] Landing Controller: ONLINE
[INFO] [1785848949.374798328] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785848954.374693096] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785848959.374411880] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785848964.374538470] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785848969.374158524] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785848974.374235899] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785848979.374896027] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785848984.374251353] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785848989.374031524] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785848994.373964306] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785848999.374342326] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785849004.374552113] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785849009.374456992] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785849014.373966240] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785849019.374067528] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785849024.374430259] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785849029.374113838] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785849034.374128855] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785849039.374135732] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785849040.382473323] [landing_scout_1]: [scout_1] 🎯 Resting while IDLE (altitude static) — confirming ground contact
[INFO] [1785849042.381452087] [landing_scout_1]: [scout_1] ✅ LANDED — stable contact confirmed
[INFO] [1785849044.374035880] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849049.374161837] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849054.374670372] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849059.374298372] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849064.374178887] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849069.374650106] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849074.374503452] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849079.374449278] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849084.374652024] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849089.374424898] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849094.374448957] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849099.373975481] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849104.374504745] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849109.374013424] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849114.374456085] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849119.373983107] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849124.374402136] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849129.374672768] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849134.374509851] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849139.373847385] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849144.373999830] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849149.374109892] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849154.374743867] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1785849159.374012795] [landing_scout_1]: [scout_1] Landing controller state: LANDED
