[INFO] [1786373445.197041478] [landing_scout_1]: [scout_1] Landing Controller: ONLINE
[INFO] [1786373450.234182643] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373455.234438705] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373460.234537364] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373465.234097705] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373470.234271324] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373475.234311271] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373480.234727449] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373485.234419373] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373490.234048010] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373495.234447812] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373500.233584456] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373505.234300941] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373510.234472779] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373515.234049051] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373520.234245471] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373525.234419499] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373530.234501501] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373535.234031360] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373540.234357907] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373545.234405729] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373550.234459285] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373555.234421910] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373560.234647413] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373565.234360418] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373570.234359551] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373575.234545284] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373580.234394226] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373585.234518389] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373590.234393404] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373595.234161603] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373600.234348673] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373605.234509655] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373610.234391024] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373615.234336740] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373620.234020017] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373625.234500195] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373630.234422080] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373635.234250668] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373640.234634918] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373645.234438584] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373650.234456243] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373655.234460629] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373660.234021729] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373665.234623518] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373670.234411368] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373675.234404604] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373680.234406550] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373685.233585050] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373690.234412886] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373695.233582251] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373700.233773497] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373705.234351276] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373710.234274398] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786373715.234407700] [landing_scout_1]: [scout_1] Landing controller state: IDLE
