[INFO] [1786198613.068710474] [landing_scout_1]: [scout_1] Landing Controller: ONLINE
[INFO] [1786198618.122537803] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198623.122339031] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198628.121990413] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198633.121838592] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198638.122064000] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198643.123087655] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198648.121943336] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198653.121971468] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198658.122684909] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198663.121800372] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198668.122591385] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198673.121894008] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198678.122509394] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198683.121833977] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198688.122454023] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198693.121988326] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198698.122698201] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198703.121971416] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198708.122259459] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198713.121870276] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198718.122455506] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198723.122002261] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198728.122454591] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198733.122413691] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786198734.051037666] [landing_scout_1]: [scout_1] 🎯 Resting while IDLE (altitude static) — confirming ground contact
[INFO] [1786198736.050177030] [landing_scout_1]: [scout_1] ✅ LANDED — stable contact confirmed
[INFO] [1786198738.122080182] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198743.122546095] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198748.121885278] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198753.121976348] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198758.121887226] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198763.122122399] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198768.121849725] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198773.121844174] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198778.121904663] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198783.122470729] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198788.121873918] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198793.122742151] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198798.121882822] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198803.121957375] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198808.122498854] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198813.122464132] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198818.121974008] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198823.122608068] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198828.123205439] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198833.121903579] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198838.121877674] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198843.122083620] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198848.121898160] [landing_scout_1]: [scout_1] Landing controller state: LANDED
[INFO] [1786198853.122086426] [landing_scout_1]: [scout_1] Landing controller state: LANDED
