[INFO] [1785881254.950409271] [landing_scout_1]: [scout_1] Landing Controller: ONLINE
[INFO] [1785881259.994078634] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881264.994618971] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881269.993694020] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881274.993613041] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881279.994041212] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881284.993572963] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881289.993658286] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881294.994101137] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881299.994028280] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881304.993675784] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881309.993609720] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881314.994044574] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881319.994201049] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881324.994022085] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881329.993568587] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881334.993610355] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881339.993899101] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881344.994170265] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881349.994843319] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881354.993661459] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881359.994015796] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881364.993635627] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881369.994218603] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881374.993637338] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881379.994186981] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881384.993678963] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881389.993707780] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881394.993571729] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881399.993625189] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881404.993629303] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881409.994190370] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881414.993695249] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881419.993661400] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881424.993685904] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881429.993519567] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881434.994424993] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881439.993849179] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881444.993638538] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881449.993653178] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1785881454.994101160] [landing_scout_1]: [scout_1] Landing controller state: IDLE
