[INFO] [1786288950.066294827] [landing_scout_1]: [scout_1] Landing Controller: ONLINE
[INFO] [1786288955.111493641] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786288960.111551331] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786288965.111008576] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786288970.110960223] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786288975.111471366] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786288980.111809079] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786288985.111478040] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786288990.111810144] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786288995.111473357] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289000.110837844] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289005.111960111] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289010.110967123] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289015.111965679] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289020.110964360] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289025.111654471] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289030.111794006] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289035.112203261] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289040.110925815] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289045.111602896] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289050.110945909] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289055.111065350] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289060.111777951] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289065.110906800] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289070.111402033] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289075.111339777] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289080.111468599] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289085.111072548] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289090.111490499] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289095.111645765] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289100.111540231] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289105.110940833] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289110.111419442] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289115.110818211] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289120.111719420] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786289121.537027354] [landing_scout_1]: [scout_1] 🎯 Resting while IDLE (altitude static) — confirming ground contact
[INFO] [1786289123.536414400] [landing_scout_1]: [scout_1] ✅ LANDED — stable contact confirmed
