[INFO] [1786260238.056804776] [landing_scout_1]: [scout_1] Landing Controller: ONLINE
[INFO] [1786260243.105550222] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260248.105606885] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260253.106471589] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260258.104964432] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260263.104917535] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260268.105585816] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260273.105664187] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260278.104908763] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260283.105139260] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260288.104890228] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260293.104865211] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260298.104861393] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260303.104930606] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260308.104914316] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260313.104859674] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260318.104867964] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260323.104849236] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260328.104926493] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260333.104890073] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260338.104818419] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260343.105464102] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260348.105270601] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260353.105333068] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260358.105298314] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260363.105470793] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260368.105696580] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260373.104906870] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260378.105438349] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260383.104906364] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260388.104849013] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260393.104749882] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260398.105676812] [landing_scout_1]: [scout_1] Landing controller state: IDLE
[INFO] [1786260399.896770892] [landing_scout_1]: [scout_1] 🎯 Resting while IDLE (altitude static) — confirming ground contact
[INFO] [1786260401.898218532] [landing_scout_1]: [scout_1] ✅ LANDED — stable contact confirmed
